listing_id,date
1784379,2019-12-18
1784379,2019-12-29
1784379,2020-01-04
1784379,2020-01-04
1784379,2020-01-17
1784379,2020-01-21
1784379,2020-01-25
1784379,2020-12-08
1784379,2020-12-27
1784379,2021-01-05
1784379,2021-01-07
1784379,2021-01-29
1925662,2018-09-01
1925662,2019-05-03
1925662,2019-06-26
1941773,2019-05-04
1941773,2019-05-20
1941773,2019-05-31
1941997,2017-10-07
1941997,2018-01-01
1941997,2018-04-06
1941997,2018-04-11
1941997,2018-04-30
1941997,2018-10-07
2029856,2017-08-06
2095350,2017-07-02
2139790,2017-07-25
2139790,2017-08-15
2139790,2017-10-15
2139790,2017-11-13
2139790,2018-10-21
2139790,2019-02-24
2139790,2019-03-22
2139790,2019-05-04
2139790,2020-10-16
2139790,2020-10-25
2139790,2020-11-07
2139790,2020-11-15
2139790,2020-11-17
2139790,2020-12-21
2139790,2020-12-24
2139790,2020-12-25
2229512,2014-07-23
2229512,2014-08-06
2229512,2014-08-25
2229512,2014-08-26
2229512,2014-09-18
2229512,2014-09-21
2229512,2014-10-26
2229512,2014-12-21
2229512,2015-01-15
2229512,2015-04-12
2229512,2015-04-19
2229512,2015-04-25
2229512,2015-05-01
2229512,2015-05-03
2229512,2015-05-09
2229512,2015-05-24
2229512,2015-05-30
2229512,2015-06-07
2229512,2015-06-15
2229512,2015-06-23
2229512,2015-07-25
2229512,2015-07-28
2229512,2015-08-08
2229512,2016-03-15
2229512,2016-03-31
2229512,2016-05-02
2229512,2016-05-04
2229512,2016-05-12
2229512,2016-05-16
2229512,2016-05-22
2229512,2016-05-25
2229512,2016-06-03
2229512,2016-06-07
2229512,2016-06-12
2229512,2016-06-16
2229512,2016-06-30
2229512,2016-07-02
2229512,2016-07-04
2229512,2016-08-03
2229512,2016-08-09
2229512,2016-08-14
2229512,2016-08-17
2229512,2016-08-29
2229512,2016-09-02
2229512,2016-09-09
2229512,2016-09-16
2229512,2016-09-19
2229512,2016-09-21
2229512,2016-09-29
2229512,2017-01-24
2229512,2017-02-12
2229512,2017-02-21
2229512,2017-02-25
2229512,2017-03-29
2229512,2017-07-08
2229512,2017-07-19
2229512,2017-07-22
2229512,2017-07-24
2229512,2017-07-27
2229512,2017-07-30
2229512,2017-08-06
2229512,2017-08-15
2229512,2017-08-27
2229512,2017-08-31
2229512,2017-09-02
2229512,2017-09-12
2229512,2017-10-07
2229512,2017-10-15
2229512,2018-01-01
2229512,2018-02-23
2229512,2018-04-07
2229512,2018-04-14
2229512,2018-04-20
2229512,2018-04-23
2229512,2018-05-02
2229512,2018-05-13
2229512,2018-12-26
2229512,2019-08-16
2229512,2019-08-20
2229512,2019-08-23
2229512,2019-08-28
2229512,2019-10-10
2229512,2019-10-13
2533470,2014-08-12
2533470,2014-11-12
2533470,2015-03-31
2533470,2015-07-12
2533470,2016-05-04
2533470,2016-06-06
2533470,2018-03-31
2533470,2018-06-19
2533470,2018-09-23
2634250,2017-05-13
2634250,2017-06-18
2634250,2017-10-08
2634250,2018-11-01
2717860,2014-09-02
2717860,2014-09-07
2717860,2014-09-14
2717860,2014-09-19
2717860,2014-10-01
2717860,2014-10-06
2717860,2014-10-12
2717860,2014-10-15
2717860,2014-10-26
2717860,2014-11-01
2717860,2014-11-15
2717860,2014-11-21
2717860,2014-11-30
2717860,2014-12-02
2717860,2014-12-11
2717860,2014-12-15
2717860,2014-12-20
2717860,2014-12-21
2717860,2014-12-23
2717860,2014-12-30
2717860,2014-12-31
2717860,2015-01-11
2717860,2015-01-19
2717860,2015-02-12
2717860,2015-02-15
2717860,2015-02-17
2717860,2015-02-21
2717860,2015-02-25
2717860,2015-02-26
2717860,2015-03-02
2717860,2015-03-28
2717860,2015-04-02
2717860,2015-04-03
2717860,2015-04-29
2717860,2015-05-06
2717860,2015-05-15
2717860,2015-05-19
2717860,2015-05-24
2717860,2015-06-04
2717860,2015-06-11
2717860,2015-06-19
2717860,2015-06-20
2717860,2015-06-26
2717860,2015-07-02
2717860,2015-07-04
2717860,2015-07-05
2717860,2015-07-20
2717860,2015-08-07
2717860,2015-08-18
2717860,2015-10-24
2717860,2015-11-25
2717860,2016-01-06
2717860,2016-01-18
2717860,2016-03-24
2717860,2016-03-27
2717860,2016-04-03
2717860,2016-04-06
2717860,2016-05-27
2717860,2016-06-06
2717860,2016-06-26
2717860,2016-07-05
2717860,2016-08-11
2717860,2016-08-17
2717860,2016-09-01
2717860,2016-09-09
2717860,2016-10-15
2717860,2016-11-18
2717860,2016-11-28
2717860,2016-12-08
2717860,2016-12-26
2717860,2017-01-09
2717860,2017-01-14
2717860,2017-01-22
2717860,2017-01-22
2717860,2017-02-07
2717860,2017-03-27
2717860,2017-05-07
2717860,2017-05-12
2717860,2017-05-25
2717860,2017-06-13
2717860,2017-06-21
2717860,2017-06-27
2717860,2017-07-09
2717860,2017-09-15
2717860,2017-09-21
2717860,2017-10-19
2717860,2018-03-23
2717860,2018-04-02
2717860,2018-04-04
2717860,2018-04-11
2717860,2018-04-30
2719982,2014-10-01
2719982,2014-10-15
2719982,2015-01-05
2719982,2015-01-16
2719982,2015-02-24
2719982,2015-03-16
2719982,2015-04-22
2719982,2015-05-22
2719982,2015-05-24
2719982,2015-07-02
2719982,2015-07-20
2719982,2015-07-22
2719982,2015-07-27
2719982,2015-07-30
2719982,2015-09-10
2719982,2015-11-13
2719982,2015-12-22
2719982,2016-01-09
2719982,2016-04-15
2719982,2016-05-02
2719982,2016-05-25
2719982,2016-05-29
2719982,2016-06-05
2719982,2016-06-28
2719982,2016-09-03
2719982,2016-10-07
2719982,2016-10-21
2719982,2016-11-26
2719982,2016-12-26
2719982,2016-12-31
2719982,2017-01-15
2719982,2017-03-05
2719982,2017-04-02
2719982,2017-07-10
2719982,2017-07-16
2719982,2017-08-18
2719982,2017-09-23
2719982,2017-11-26
2719982,2017-12-09
2719982,2018-04-07
2719982,2018-04-28
2719982,2019-05-31
2797791,2014-05-03
2797791,2014-05-28
2797791,2014-06-02
2797791,2015-04-06
2797791,2015-05-02
2797791,2015-05-04
2797791,2015-08-16
2797791,2015-08-23
2797791,2015-09-05
2797791,2015-10-01
2797791,2015-10-04
2797791,2015-10-26
2797791,2015-11-22
2797791,2016-04-01
2797791,2016-04-24
2797791,2016-05-04
2797791,2016-07-24
2797791,2016-08-26
2797791,2016-08-28
2797791,2016-09-19
2797791,2016-09-26
2797791,2016-10-07
2797791,2016-10-15
2797791,2017-03-11
2797791,2017-04-16
2797791,2017-05-01
2797791,2017-05-18
2797791,2017-05-30
2797791,2017-07-09
2797791,2017-10-03
2797791,2018-04-04
2797791,2018-04-27
2797791,2018-04-29
2797791,2018-05-01
2797791,2018-05-14
2797791,2018-05-28
2797791,2018-06-18
2797791,2018-07-01
2797791,2018-08-12
2797791,2018-08-20
2797791,2018-08-26
2797791,2018-10-04
2797791,2018-10-06
2797791,2018-10-21
2797791,2019-04-14
2797791,2019-05-11
2797791,2019-05-12
2797791,2019-05-19
2797791,2019-06-09
2797791,2019-06-30
2797791,2019-07-19
2797791,2019-10-03
2797791,2020-09-23
2834282,2014-08-05
2834282,2014-09-18
2834282,2015-06-26
2834282,2015-07-06
2834282,2015-08-24
2834282,2015-09-20
2834282,2015-10-07
2834282,2015-10-14
2834282,2015-11-11
2834282,2015-12-08
2834282,2016-06-28
2834282,2017-10-06
2834282,2018-07-01
2834282,2018-07-09
2834282,2019-12-20
2834282,2020-10-13
3015545,2017-01-01
3015545,2017-02-21
3015545,2018-06-26
3069570,2015-06-12
3114942,2018-04-29
3139576,2017-07-19
3139576,2017-10-06
3139576,2017-12-10
3139576,2019-08-21
3139576,2019-12-21
3387246,2014-10-09
3387246,2014-11-09
3387246,2014-11-10
3387246,2014-11-10
3387246,2015-06-27
3387246,2015-09-12
3387246,2015-09-19
3387246,2015-12-27
3387246,2016-09-25
3387246,2016-11-12
3387246,2016-12-21
3387246,2017-04-28
3387246,2017-07-16
3387246,2017-09-20
3387246,2018-01-01
3387246,2018-02-08
3387246,2018-07-18
3387246,2019-04-07
3387246,2019-06-29
3387246,2019-09-05
3387246,2020-11-14
3387246,2020-11-22
3387246,2020-11-25
3387246,2020-11-28
3387246,2020-12-24
3387246,2021-02-15
3387406,2015-04-19
3387406,2015-12-14
3387406,2016-12-19
3387406,2017-06-24
3387406,2017-07-01
3387406,2017-09-20
3387406,2020-10-06
3387406,2020-10-17
3387406,2021-02-12
3518354,2014-10-04
3518354,2014-11-21
3518354,2014-12-02
3518354,2014-12-25
3518354,2015-03-09
3518354,2015-04-03
3518354,2015-06-21
3518354,2015-06-22
3518354,2015-06-30
3518354,2015-07-18
3518354,2015-08-26
3518354,2015-09-13
3518354,2015-09-30
3518354,2015-10-07
3518354,2016-04-07
3518354,2016-05-13
3518354,2016-07-02
3518354,2017-07-20
3518354,2017-08-18
3518354,2017-10-06
3518354,2018-07-05
3518354,2018-07-15
3518354,2018-07-19
3518354,2018-09-25
3518354,2018-10-07
3518354,2018-10-20
3518354,2019-07-14
3518354,2019-08-02
3518354,2019-08-22
3518354,2019-08-30
3518354,2019-10-04
3518354,2019-10-27
3571646,2018-08-08
3698598,2015-07-17
3698598,2015-09-01
3698598,2015-09-14
3698598,2015-09-25
3698598,2015-11-14
3698598,2017-11-18
3698598,2018-04-20
3698598,2018-06-13
3698598,2019-08-20
3804282,2014-10-06
3804282,2015-03-22
3804282,2015-05-27
3863360,2018-02-08
3863360,2018-07-03
3863360,2018-08-26
3863360,2018-08-28
3863360,2018-10-03
3863360,2018-10-06
3866222,2014-11-02
3866222,2015-02-07
3866222,2015-02-21
3866222,2015-04-27
3866222,2015-05-01
3866222,2015-05-03
3866222,2015-08-02
3866222,2015-09-05
3866222,2015-09-11
3866222,2015-10-01
3866222,2015-12-01
3866222,2016-02-04
3866222,2016-02-22
3866222,2016-04-18
3866222,2016-04-24
3866222,2016-07-24
3866222,2018-05-01
3866222,2018-05-20
3866222,2018-07-18
3866222,2018-10-06
3866222,2019-03-02
3866222,2019-04-07
3866222,2019-04-27
3866222,2019-06-02
3866222,2019-07-25
3866222,2019-08-10
3866222,2019-08-28
3866222,2019-11-04
3866222,2019-12-31
3878233,2014-11-26
3878233,2015-05-15
3878233,2017-02-24
3878233,2017-04-01
3878233,2017-04-03
3878233,2017-06-12
3878233,2017-07-07
3878233,2017-07-16
3878233,2017-07-19
3878233,2017-09-17
3878233,2017-09-24
3878233,2017-10-09
3878233,2018-05-23
3878233,2018-05-27
3878233,2018-07-01
3878233,2018-07-02
3878233,2018-09-05
3878233,2018-09-24
3878233,2019-04-14
3878233,2019-08-04
3878233,2020-10-31
3878233,2020-11-19
3878233,2020-11-21
4106251,2014-10-08
4106251,2014-10-22
4106251,2014-11-09
4106251,2014-12-22
4106251,2015-01-03
4106251,2015-04-20
4106251,2015-04-29
4106251,2015-05-29
4106251,2015-06-08
4106251,2015-06-30
4106251,2015-07-06
4106251,2015-07-23
4106251,2015-07-29
4106251,2015-08-07
4106251,2015-08-14
4106251,2015-08-17
4106251,2015-08-24
4106251,2015-09-01
4106251,2015-09-06
4106251,2015-09-17
4106251,2015-09-21
4106251,2015-09-27
4106251,2015-10-24
4106251,2015-10-29
4106251,2015-11-02
4106251,2015-11-22
4106251,2015-12-08
4106251,2015-12-14
4106251,2016-01-03
4106251,2016-01-10
4106251,2016-01-24
4106251,2016-02-06
4106251,2016-03-08
4106251,2016-03-30
4106251,2016-04-27
4106251,2016-05-16
4106251,2016-06-13
4106251,2016-06-25
4106251,2016-09-09
4106251,2016-09-30
4106251,2016-10-05
4106251,2016-10-20
4106251,2016-12-23
4106251,2017-03-21
4106251,2017-04-14
4106251,2017-04-28
4106251,2017-05-02
4106251,2017-05-27
4106251,2017-07-03
4106251,2017-09-17
4106251,2017-09-27
4106251,2018-01-01
4106251,2018-04-17
4106251,2018-09-10
4106251,2018-10-03
4106251,2019-04-24
4106251,2019-05-04
4106251,2020-10-07
4106251,2020-10-28
4113787,2015-07-11
4113787,2018-07-15
4121250,2014-11-09
4121250,2015-07-13
4121250,2019-01-01
4121250,2019-05-04
4121580,2019-02-08
4121580,2019-07-13
4121580,2020-06-04
4165566,2015-01-02
4165566,2015-02-02
4165566,2017-05-12
4165566,2019-02-20
4165566,2019-11-02
4165566,2019-12-15
4165673,2017-05-15
4165673,2019-12-16
4219257,2017-01-16
4219257,2017-05-23
4219257,2017-06-20
4219257,2018-01-01
4219257,2018-02-25
4219257,2018-06-11
4219257,2019-03-09
4219257,2019-03-28
4219257,2019-03-29
4219257,2019-04-24
4219257,2019-07-31
4219257,2019-09-14
4219257,2019-10-06
4219257,2019-10-25
4219257,2019-10-29
4219257,2019-11-03
4219257,2019-11-16
4219257,2020-08-02
4219257,2020-08-26
4219257,2020-10-17
4219257,2020-10-23
4219257,2020-11-01
4222923,2015-08-28
4222923,2015-09-03
4222923,2016-03-03
4222923,2016-05-16
4222923,2016-06-13
4222923,2016-07-05
4222923,2016-08-20
4222923,2016-08-30
4222923,2016-11-01
4222923,2017-01-10
4222923,2017-02-28
4222923,2017-03-24
4222923,2017-04-10
4222923,2017-06-25
4222923,2017-06-26
4222923,2017-07-10
4222923,2017-09-23
4222923,2017-12-30
4222923,2018-01-01
4222923,2018-06-18
4222923,2020-08-04
4305365,2014-11-24
4305365,2014-11-28
4305365,2015-01-16
4305365,2015-01-29
4305365,2015-03-10
4305365,2015-03-27
4305365,2015-04-12
4305365,2015-05-28
4305365,2015-07-05
4305365,2015-08-11
4305365,2015-12-23
4305365,2016-05-01
4305365,2016-07-12
4305365,2016-08-15
4305365,2016-08-22
4305365,2016-08-28
4305365,2016-09-09
4305365,2019-01-01
4305365,2019-01-14
4305365,2019-06-06
4305365,2019-09-07
4305365,2019-10-06
4305365,2020-01-06
4305365,2020-08-13
4305365,2020-10-12
4305365,2020-10-20
4305365,2020-10-24
4305365,2020-11-01
4305365,2020-11-21
4305365,2020-11-22
4305365,2020-12-09
4305365,2020-12-20
4305366,2015-02-28
4305366,2015-04-07
4305366,2015-04-20
4305366,2015-05-17
4305366,2015-06-02
4305366,2015-06-15
4305366,2015-06-19
4305366,2015-06-21
4305366,2015-06-24
4305366,2015-06-28
4305366,2015-07-03
4305366,2015-07-14
4305366,2015-07-22
4305366,2015-07-24
4305366,2015-07-29
4305366,2015-07-30
4305366,2015-08-23
4305366,2015-08-27
4305366,2015-09-12
4305366,2015-09-20
4305366,2015-10-05
4305366,2015-10-11
4305366,2015-10-17
4305366,2015-10-24
4305366,2015-10-27
4305366,2015-11-15
4305366,2015-11-16
4305366,2015-11-23
4305366,2015-11-29
4305366,2015-12-06
4305366,2015-12-09
4305366,2015-12-15
4305366,2015-12-27
4305366,2016-01-17
4305366,2016-01-24
4305366,2016-01-27
4305366,2016-02-12
4305366,2016-02-14
4305366,2016-02-21
4305366,2016-02-27
4305366,2016-03-05
4305366,2016-03-11
4305366,2016-03-30
4305366,2016-04-06
4305366,2016-04-10
4305366,2016-04-15
4305366,2016-04-20
4305366,2016-05-02
4305366,2016-05-08
4305366,2016-05-15
4305366,2016-05-19
4305366,2016-06-25
4305366,2016-07-18
4305366,2016-08-01
4305366,2016-08-02
4305366,2016-08-08
4305366,2016-08-14
4305366,2016-08-29
4305366,2016-09-01
4305366,2016-09-05
4305366,2016-09-09
4305366,2016-09-17
4305366,2017-10-16
4305366,2018-01-21
4305366,2018-01-27
4305366,2018-02-13
4305366,2018-04-04
4305366,2018-04-05
4305366,2018-04-18
4305366,2018-04-23
4305366,2018-05-04
4305366,2018-07-21
4305366,2018-08-15
4305366,2018-08-24
4305366,2018-10-02
4305366,2019-02-06
4305366,2019-04-21
4305366,2019-06-02
4305366,2019-06-10
4305366,2019-07-03
4305366,2019-07-24
4305366,2019-08-23
4305366,2019-09-30
4305366,2019-11-17
4305366,2020-10-02
4305366,2020-10-18
4305366,2020-12-02
4351917,2019-05-27
4351917,2019-05-28
4351917,2019-06-06
4351917,2019-06-16
4351917,2019-07-08
4351917,2019-07-11
4351917,2019-08-09
4351917,2019-08-20
4351917,2019-08-21
4351917,2019-08-25
4351917,2019-08-28
4351917,2019-08-31
4351917,2019-09-02
4351917,2019-09-03
4351917,2019-09-11
4351917,2019-09-16
4351917,2019-09-17
4351917,2019-10-04
4351917,2019-10-06
4351917,2019-10-12
4351917,2019-10-20
4351917,2019-10-25
4351917,2019-10-27
4351917,2019-10-29
4351917,2019-11-06
4351917,2019-11-10
4351917,2019-11-13
4351917,2019-11-19
4351917,2019-11-21
4351917,2019-11-22
4351917,2019-12-17
4351917,2019-12-20
4351917,2019-12-22
4351917,2020-01-08
4351917,2020-01-09
4351917,2020-01-17
4351917,2020-01-19
4351917,2020-08-22
4351917,2020-08-30
4351917,2020-09-02
4351917,2020-09-08
4351917,2020-09-13
4351917,2020-09-14
4351917,2020-09-17
4351917,2020-09-27
4351917,2020-09-29
4351917,2020-10-05
4351917,2020-10-06
4351917,2020-10-28
4351917,2020-11-09
4351917,2020-11-16
4351917,2020-12-20
4351917,2020-12-24
4351917,2021-01-18
4351917,2021-01-19
4351917,2021-01-20
4351917,2021-01-25
4415395,2019-07-20
4415395,2019-07-31
4415395,2020-09-04
4795169,2017-06-05
4812705,2015-01-26
4812705,2015-04-18
4812705,2015-05-28
4812705,2015-06-07
4812705,2015-06-12
4812705,2015-07-12
4812705,2015-07-24
4812705,2015-09-06
4812705,2016-05-02
4812705,2016-05-13
4812705,2016-06-08
4812705,2016-06-12
4812705,2017-03-01
4812705,2017-06-25
4812705,2017-06-30
4812705,2017-07-08
4812705,2017-07-30
4812705,2017-10-09
4812705,2018-02-01
4812705,2018-07-15
4812705,2018-08-01
4812705,2018-08-26
4878955,2016-03-25
4878955,2016-04-30
4878955,2016-05-01
4878955,2016-10-21
4878955,2016-10-24
4878955,2016-11-04
4878955,2016-11-29
4878955,2017-01-05
4878955,2017-01-16
4878955,2017-01-25
4878955,2017-02-11
4878955,2017-02-18
4878955,2017-03-01
4878955,2017-03-23
4878955,2017-03-24
4878955,2017-04-22
4878955,2017-05-07
4878955,2017-05-19
4878955,2017-05-21
4878955,2017-05-25
4878955,2017-06-03
4878955,2017-06-15
4878955,2017-06-19
4878955,2017-06-25
4878955,2017-07-01
4878955,2017-07-10
4878955,2017-08-22
4878955,2017-08-23
4878955,2017-08-28
4878955,2017-09-06
4878955,2017-09-07
4878955,2017-09-12
4878955,2017-09-13
4878955,2017-09-17
4878955,2017-09-24
4878955,2017-11-16
4878955,2017-11-26
4878955,2017-12-17
4878955,2017-12-23
4878955,2018-06-08
4878955,2018-06-29
4878955,2018-08-04
4878955,2018-08-18
4878955,2018-08-24
4878955,2018-08-29
4878955,2018-08-31
4878955,2018-09-13
4878955,2018-09-17
4878955,2018-09-19
4878955,2018-09-20
4878955,2018-10-19
4878955,2018-10-24
4878955,2018-10-28
4878955,2018-11-06
4878955,2018-11-08
4878955,2018-11-09
4878955,2018-11-25
4878955,2018-11-26
4878955,2018-12-07
4878955,2019-02-24
4878955,2019-03-03
4878955,2019-04-21
4878955,2019-05-02
4878955,2019-05-19
4917080,2015-10-29
4917080,2016-02-28
4917080,2016-03-10
4917080,2016-03-30
4917080,2016-04-21
4917080,2016-05-14
4917080,2016-06-09
4917080,2016-06-11
4917080,2016-06-11
4917080,2016-06-25
4917080,2016-07-08
4917080,2016-08-14
4917080,2016-08-19
4917080,2016-08-20
4917080,2016-08-24
4917080,2016-09-08
4917080,2016-09-28
4917080,2016-10-05
4917080,2016-10-17
4917080,2016-10-19
4917080,2016-12-13
4917080,2016-12-25
4917080,2017-01-05
4917080,2017-03-06
4917080,2017-03-16
4917080,2017-03-30
4917080,2017-05-08
4917080,2017-06-09
4917080,2017-06-24
4917080,2017-07-13
4917080,2017-07-17
4917080,2017-09-06
4917080,2017-09-14
4917080,2017-11-10
4917080,2018-04-09
